areasymbol,musym,muname,mukind,comppct_l,comppct_h,compname,compkind,runoff,tfact,wei,weg,erocl,soilslippot,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,cokey,slopelen_r,reannualpr_r,esrisymbology,kffact,mukey,Shape_Length,Shape_Area,mukey_cokey
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,740.502790656914499,6467.116545100408075,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1612.424709152022615,34502.973061836746638,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,169.465274737870544,746.852554625864855,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1992.653413067795555,42961.373959264907171,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2228.588825424642891,21728.351172136230161,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,5406.517606130027161,109642.344204370558145,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,668.121078510060329,3612.755707711636660,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,3660.251317502611528,33989.574313827310107,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,4220.916942659156120,78844.799720921000699,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1260.100761532431989,15844.269567629333324,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1132.661247090575216,17786.515049623147206,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1261.605207195069852,35724.039595290429133,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,312.982817466091149,5096.024850582172803,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,3549.971759218763964,100897.383391938637942,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,613.343422671723033,6025.896442680234031,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1187.271037052849806,27779.911392063400854,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,161.072157559196967,1010.896864046012865,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,460.294070850483877,5740.444592361406649,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,131.085799704412693,807.081711450198213,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,448.026164658717107,5212.609940108519368,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,326.028895818584658,4767.463891627243356,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1536.544176987491483,20802.291963125357142,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1045.479762568568276,17195.127756579498964,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2921.353696491913070,54358.059597382503853,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2328.790748734694262,117726.292073656426510,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,969.342212191172280,13949.637288196046939,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,979.555354771689395,22679.227942604746204,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1911.655499968641607,53036.820348130175262,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1581.509312351926155,18776.112498494898318,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,3117.761799054321273,69584.758505534671713,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,277.509472687593643,1480.118674029267595,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,825.650624054400510,10824.555976673611440,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2440.428950871622874,108726.427074087376241,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1139.788663059161308,21269.855831789362128,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1074.134596567746939,22780.690803581812361,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1988.519438030100673,121640.143810590336216,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,4727.782089442978759,195213.469168034294853,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,9203.183000099668789,387614.292390587856062,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1501.259503945545021,22981.153151257512945,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,665.798458966392559,11191.201430990393419,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,11236.587917442970138,460899.940466967062093,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,952.835470277029117,23307.683104037016165,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1235.573207736075346,27843.294547106190294,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1073.860054452364238,27764.157316006119800,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2086.052288329839030,85896.888079508193186,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,6795.946957907989599,362900.297391092055477,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1688.532967022257026,58801.862141388068267,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1680.646155498203143,22754.420058208226692,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,959.850515535158820,30403.487328888593765,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1740.504077759211214,36688.491071192918753,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,694.311325048246204,12444.027548812638997,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1450.689141187651785,23847.824760629147931,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,758.578614469730155,10430.539457583328840,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1331.874096110088658,24191.489256742148427,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,720.799549186800846,8782.970716768526472,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,619.970234451943725,11121.131900432996190,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,598.902255947757794,10434.106233085187341,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1677.805702107688148,24992.889245734684664,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,728.576779222264349,15962.880748295860030,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1060.441054971896392,28796.625482668699988,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,444.793367043398689,9293.786173697912091,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,798.502917772747765,15675.889745541091543,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,568.524295800206687,15981.157511354858798,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,2625.583405620355279,56658.201445722777862,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1716.911108089351274,50917.747171949362382,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,1141.820796093021499,14365.419454052136643,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,4330.919707643161018,132736.796037783438805,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,6384.089303280502463,200324.063457248877967,461501_25787633
CA612,660,"Bonneyridge-Chawanakee-Rock outcrop , 50 to 70 percent slopes",Complex,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787633,,,Inceptisols,0.270000010728836,461501,6727.330577467536386,288941.838490721071139,461501_25787633
