areasymbol,musym,muname,mukind,comppct_l,comppct_h,compname,compkind,runoff,tfact,wei,weg,erocl,soilslippot,taxclname,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,taxpartsize,taxpartsizemod,cokey,slopelen_r,reannualpr_r,esrisymbology,kffact,mukey,Shape_Length,Shape_Area,mukey_cokey
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,300.316690023730189,3321.415260625741212,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,362.998577756821931,6022.730807819930305,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,269.913914704962849,3374.204658120228942,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1518.295248500130810,40263.041502208208840,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,493.328486886868120,7845.321130886784886,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,571.945416176452113,8059.610733970451292,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,583.391019204223539,10213.531182817585432,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,529.382384517110950,6993.551296271941283,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1234.613077237403786,20474.908292750140390,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,338.126622095033781,6666.133817436008030,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,585.053906222758201,6892.156183785520625,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1033.077583862933352,12098.536787575954804,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,661.394081382708578,17088.540636913538037,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,711.898801238353485,9785.520591480357325,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,322.684974698505357,4843.025949866683732,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,266.462173379144701,3038.693419771899698,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,197.564778345961628,1648.139095293101491,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,381.381929727452359,6346.074424065532185,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,787.140595371936115,7974.834246602675194,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1054.178414268771348,18714.401844217405596,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1175.463258011490325,33211.402289020668832,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1438.757574413012890,32273.230640861205757,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1788.495262110592876,34587.552410644559131,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,173.572064704583141,1907.803998162301923,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,232.694455031782468,3245.668709023329939,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,594.577589532215939,6522.810172020909704,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1141.405314227098643,27156.934458546056703,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,767.769299015281604,13947.249872937052714,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1598.739812244238237,41440.574216583299858,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,294.105519141036552,3793.318321610059684,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,614.315536095539869,15207.734322770709696,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1631.570506500988358,43638.818132031170535,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,641.472151550680451,14906.018465970351826,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,591.183719596464698,12040.352812717077541,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,884.235810166062492,23791.285561550041166,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1122.240396738533946,24809.081833364594786,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1352.084801016015490,25194.705337621348008,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1100.583453383378355,24747.209254592813522,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1180.178231823457963,23315.457178587552335,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1235.176157192391884,20506.456078100170998,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,2307.213991640132008,54934.138276996760396,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,2155.414973167997687,53490.673062108493468,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,2523.521867599160032,63160.507207345239294,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,631.016142318178254,7202.272861481274049,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1681.889336922007260,72454.778374217101373,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,2821.638185330069518,64772.741573157218227,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,1839.182367767208234,30630.329591407069529,461504_25787662
CA612,657,"Bonneyridge-Chawanakee-Rock outcrop , 2 to 15 percent slopes",Complex,,,Bonneyridge,Series,Low,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787662,,,Inceptisols,0.259999990463257,461504,2861.566703845428037,50721.786462492047576,461504_25787662
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1815.663323260766447,32733.858992020959704,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1455.221484778005333,32384.233612855958199,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,327.353912228179468,4819.387130662557865,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1474.129923088367832,26038.009218981700542,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,8514.139905330515830,205067.573674781888258,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,582.369393307334235,7274.587236044738347,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,3009.305957007319648,49331.034899070858955,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,640.386726209117228,18563.873870308420010,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,771.476359518964387,12481.741806153935613,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,548.111155005713044,17174.084746618653298,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,4105.316436985425753,153237.728070919023594,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1066.407243812744582,13289.670895366900368,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,208.207917140249521,1573.295748781421480,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,707.042689041801395,7653.786769931415620,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1229.076848458351833,43697.279754190392850,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,850.958905263651786,23630.583131386938476,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1510.837380150799163,27366.009108103633480,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,2979.130028144893913,64713.109750936120690,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,583.114428032524074,8083.171472563698444,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,5625.739152569900398,102469.113341831354774,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,1266.949488612236792,26401.526237498146656,727352_25787915
CA612,729,"Bonneyridge sandy loam, 30 to 50 percent slopes",Consociation,,,Bonneyridge,Series,Medium,5,86,3,Class 1,,"Coarse-loamy, isotic, mesic Typic Dystroxerepts",Inceptisols,Xerepts,Dystroxerepts,Typic Dystroxerepts,coarse-loamy,not used,25787915,,,Inceptisols,0.200000002980232,727352,544.760785533193030,8191.674887316577042,727352_25787915
