"areasymbol","cokey","comppct_r"
"CA612",27304590,5
"CA612",27304591,2
"CA612",27304592,3
"CA612",27304593,5
"CA612",27304594,3
"CA612",27304595,1
"CA612",27304596,3
"CA612",27304597,3
"CA612",27304598,30
"CA612",27304599,60
"CA612",27304600,85
"CA612",27304601,2
"CA612",27304602,5
"CA612",27304603,3
"CA612",27304604,5
"CA612",27304605,30
"CA612",27304606,2
"CA612",27304607,3
"CA612",27304608,2
"CA612",27304609,3
"CA612",27304610,60
"CA612",27304611,85
"CA612",27304612,9
"CA612",27304613,2
"CA612",27304614,2
"CA612",27304615,2
"CA612",27304616,35
"CA612",27304617,50
"CA612",27304618,2
"CA612",27304619,5
"CA612",27304620,5
"CA612",27304621,3
"CA612",27304622,85
"CA612",27304623,4
"CA612",27304624,5
"CA612",27304625,1
"CA612",27304626,2
"CA612",27304627,3
"CA612",27304628,20
"CA612",27304629,15
"CA612",27304630,45
"CA612",27304631,5
"CA612",27304632,4
"CA612",27304633,5
"CA612",27304634,3
"CA612",27304635,3
"CA612",27304636,85
"CA612",27304637,5
"CA612",27304638,5
"CA612",27304639,5
"CA612",27304640,5
"CA612",27304641,5
"CA612",27304642,3
"CA612",27304643,2
"CA612",27304644,35
"CA612",27304645,50
"CA612",27304646,85
"CA612",27304647,5
"CA612",27304648,2
"CA612",27304649,3
"CA612",27304650,5
"CA612",27304651,50
"CA612",27304652,35
"CA612",27304653,5
"CA612",27304654,5
"CA612",27304655,3
"CA612",27304656,2
"CA612",27304657,85
"CA612",27304658,2
"CA612",27304659,1
"CA612",27304660,8
"CA612",27304661,3
"CA612",27304662,1
"CA612",27304663,5
"CA612",27304664,5
"CA612",27304665,3
"CA612",27304666,2
"CA612",27304667,20
"CA612",27304668,65
"CA612",27304669,85
"CA612",27304670,4
"CA612",27304671,1
"CA612",27304672,4
"CA612",27304673,3
"CA612",27304674,1
"CA612",27304675,2
"CA612",27304676,40
"CA612",27304677,20
"CA612",27304678,25
"CA612",27304679,2
"CA612",27304680,3
"CA612",27304681,5
"CA612",27304682,5
"CA612",27304683,90
"CA612",27304684,3
"CA612",27304685,2
"CA612",27304686,5
"CA612",27304687,30
"CA612",27304688,12
"CA612",27304689,2
"CA612",27304690,2
"CA612",27304691,25
"CA612",27304692,2
"CA612",27304693,2
"CA612",27304694,25
"CA612",27304695,85
"CA612",27304696,8
"CA612",27304697,5
"CA612",27304698,2
"CA612",27304699,35
"CA612",27304700,25
"CA612",27304701,2
"CA612",27304702,2
"CA612",27304703,20
"CA612",27304704,10
"CA612",27304705,3
"CA612",27304706,3
"CA612",27304707,3
"CA612",27304708,2
"CA612",27304709,4
"CA612",27304710,5
"CA612",27304711,85
"CA612",27304712,1
"CA612",27304713,35
"CA612",27304714,8
"CA612",27304715,4
"CA612",27304716,4
"CA612",27304717,20
"CA612",27304718,2
"CA612",27304719,2
"CA612",27304720,25
"CA612",27304721,85
"CA612",27304722,5
"CA612",27304723,5
"CA612",27304724,3
"CA612",27304725,2
"CA612",27304726,35
"CA612",27304727,25
"CA612",27304728,2
"CA612",27304729,2
"CA612",27304730,20
"CA612",27304731,5
"CA612",27304732,5
"CA612",27304733,6
"CA612",27304734,85
"CA612",27304735,3
"CA612",27304736,5
"CA612",27304737,2
"CA612",27304738,5
"CA612",27304739,41
"CA612",27304740,10
"CA612",27304741,5
"CA612",27304742,4
"CA612",27304743,1
"CA612",27304744,39
"CA612",27304745,8
"CA612",27304746,2
"CA612",27304747,46
"CA612",27304748,44
"CA612",27304749,41
"CA612",27304750,39
"CA612",27304751,10
"CA612",27304752,5
"CA612",27304753,4
"CA612",27304754,1
"CA612",27304755,60
"CA612",27304756,30
"CA612",27304757,3
"CA612",27304758,5
"CA612",27304759,2
"CA612",27304760,41
"CA612",27304761,10
"CA612",27304762,5
"CA612",27304763,4
"CA612",27304764,1
"CA612",27304765,39
"CA612",27304766,60
"CA612",27304767,5
"CA612",27304768,3
"CA612",27304769,5
"CA612",27304770,25
"CA612",27304771,2
"CA612",27304772,41
"CA612",27304773,39
"CA612",27304774,1
"CA612",27304775,4
"CA612",27304776,5
"CA612",27304777,10
"CA612",27304778,60
"CA612",27304779,5
"CA612",27304780,5
"CA612",27304781,30
"CA612",27304782,3
"CA612",27304783,3
"CA612",27304784,3
"CA612",27304785,3
"CA612",27304786,3
"CA612",27304787,45
"CA612",27304788,40
"CA612",27304789,85
"CA612",27304790,5
"CA612",27304791,5
"CA612",27304792,5
"CA612",27304793,45
"CA612",27304794,40
"CA612",27304795,3
"CA612",27304796,3
"CA612",27304797,3
"CA612",27304798,3
"CA612",27304799,3
"CA612",27304800,80
"CA612",27304801,5
"CA612",27304802,5
"CA612",27304803,5
"CA612",27304804,5
"CA612",27304805,3
"CA612",27304806,3
"CA612",27304807,3
"CA612",27304808,3
"CA612",27304809,2
"CA612",27304810,1
"CA612",27304811,45
"CA612",27304812,40
"CA612",27304813,90
"CA612",27304814,2
"CA612",27304815,3
"CA612",27304816,5
"CA612",27304817,45
"CA612",27304818,40
"CA612",27304819,3
"CA612",27304820,2
"CA612",27304821,3
"CA612",27304822,1
"CA612",27304823,3
"CA612",27304824,3
"CA612",27304825,85
"CA612",27304826,5
"CA612",27304827,5
"CA612",27304828,5
"CA612",27304829,15
"CA612",27304830,50
"CA612",27304831,20
"CA612",27304832,10
"CA612",27304833,3
"CA612",27304834,1
"CA612",27304835,1
"CA612",27304836,40
"CA612",27304837,50
"CA612",27304838,5
"CA612",27304839,1
"CA612",27304840,2
"CA612",27304841,1
"CA612",27304842,1
"CA612",27304843,20
"CA612",27304844,15
"CA612",27304845,50
"CA612",27304846,1
"CA612",27304847,1
"CA612",27304848,3
"CA612",27304849,10
"CA612",27304850,60
"CA612",27304851,4
"CA612",27304852,4
"CA612",27304853,25
"CA612",27304854,2
"CA612",27304855,3
"CA612",27304856,2
"CA612",27304857,35
"CA612",27304858,45
"CA612",27304859,5
"CA612",27304860,5
"CA612",27304861,5
"CA612",27304862,5
"CA612",27304863,5
"CA612",27304864,5
"CA612",27304865,85
"CA612",27304866,5
"CA612",27304867,20
"CA612",27304868,40
"CA612",27304869,25
"CA612",27304870,4
"CA612",27304871,2
"CA612",27304872,3
"CA612",27304873,3
"CA612",27304874,3
"CA612",27304875,3
"CA612",27304876,3
"CA612",27304877,2
"CA612",27304878,2
"CA612",27304879,90
"CA612",27304880,7
"CA612",27304881,3
"CA612",27304882,3
"CA612",27304883,2
"CA612",27304884,40
"CA612",27304885,25
"CA612",27304886,20
"CA612",27304887,85
"CA612",27304888,5
"CA612",27304889,5
"CA612",27304890,2
"CA612",27304891,3
"CA612",27304892,20
"CA612",27304893,45
"CA612",27304894,2
"CA612",27304895,7
"CA612",27304896,11
"CA612",27304897,15
"CA612",27304898,85
"CA612",27304899,3
"CA612",27304900,3
"CA612",27304901,5
"CA612",27304902,2
"CA612",27304903,2
"CA612",27304904,30
"CA612",27304905,70
"CA612",27304906,90
"CA612",27304907,1
"CA612",27304908,5
"CA612",27304909,3
"CA612",27304910,1
"CA612",27304911,20
"CA612",27304912,25
"CA612",27304913,45
"CA612",27304914,2
"CA612",27304915,2
"CA612",27304916,1
"CA612",27304917,2
"CA612",27304918,1
"CA612",27304919,2
"CA612",27304920,2
"CA612",27304921,3
"CA612",27304922,1
"CA612",27304923,5
"CA612",27304924,85
"CA612",27304925,3
"CA612",27304926,1
"CA612",27304927,2
"CA612",27304928,3
"CA612",27304929,5
"CA612",27304930,40
"CA612",27304931,50
"CA612",27304932,85
"CA612",27304933,3
"CA612",27304934,1
"CA612",27304935,3
"CA612",27304936,4
"CA612",27304937,4
"CA612",27304938,75
"CA612",27304939,2
"CA612",27304940,5
"CA612",27304941,5
"CA612",27304942,10
"CA612",27304943,1
"CA612",27304944,2
"CA612",27304945,85
"CA612",27304946,1
"CA612",27304947,1
"CA612",27304948,3
"CA612",27304949,4
"CA612",27304950,3
"CA612",27304951,3
"CA612",27304952,85
"CA612",27304953,9
"CA612",27304954,3
"CA612",27304955,3
"CA612",27304956,85
"CA612",27304957,5
"CA612",27304958,5
"CA612",27304959,1
"CA612",27304960,2
"CA612",27304961,2
"CA612",27304962,70
"CA612",27304963,5
"CA612",27304964,5
"CA612",27304965,5
"CA612",27304966,5
"CA612",27304967,5
"CA612",27304968,5
"CA612",27304972,70
"CA612",27304973,2
"CA612",27304974,3
"CA612",27304975,5
"CA612",27304976,7
"CA612",27304977,12
"CA612",27304978,1
"CA612",27304979,80
"CA612",27304980,3
"CA612",27304981,5
"CA612",27304982,4
"CA612",27304983,3
"CA612",27304984,5
"CA612",27304985,35
"CA612",27304986,50
"CA612",27304987,3
"CA612",27304988,3
"CA612",27304989,3
"CA612",27304990,4
"CA612",27304991,2
"CA612",27304992,90
"CA612",27304993,1
"CA612",27304994,1
"CA612",27304995,2
"CA612",27304996,2
"CA612",27304997,2
"CA612",27304998,2
"CA612",27304999,25
"CA612",27305000,60
"CA612",27305001,4
"CA612",27305002,3
"CA612",27305003,3
"CA612",27305004,4
"CA612",27305005,1
"CA612",27305006,85
"CA612",27305007,2
"CA612",27305008,5
"CA612",27305009,3
"CA612",27305010,5
"CA612",27305011,85
"CA612",27305012,7
"CA612",27305013,8
"CA612",27305014,45
"CA612",27305015,40
"CA612",27305016,5
"CA612",27305017,5
"CA612",27305018,5
"CA612",27305019,6
"CA612",27305020,2
"CA612",27305021,7
"CA612",27305022,85
"CA612",27305023,45
"CA612",27305024,40
"CA612",27305025,5
"CA612",27305026,5
"CA612",27305027,5
"CA612",27305028,85
"CA612",27305029,5
"CA612",27305030,5
"CA612",27305031,5
"CA612",27305032,80
"CA612",27305033,2
"CA612",27305034,5
"CA612",27305035,5
"CA612",27305036,5
"CA612",27305037,3
"CA612",27305038,85
"CA612",27305039,5
"CA612",27305040,5
"CA612",27305041,5
"CA612",27305042,60
"CA612",27305043,30
"CA612",27305044,2
"CA612",27305045,2
"CA612",27305046,2
"CA612",27305047,2
"CA612",27305048,2
"CA612",27305049,85
"CA612",27305050,5
"CA612",27305051,5
"CA612",27305052,5
"CA612",27305053,80
"CA612",27305054,6
"CA612",27305055,3
"CA612",27305056,4
"CA612",27305057,3
"CA612",27305058,4
"CA612",27305059,6
"CA612",27305060,2
"CA612",27305061,2
"CA612",27305062,80
"CA612",27305063,2
"CA612",27305064,4
"CA612",27305065,4
"CA612",27305066,85
"CA612",27305067,2
"CA612",27305068,4
"CA612",27305069,1
"CA612",27305070,8
"CA612",27305071,85
"CA612",27305072,10
"CA612",27305073,1
"CA612",27305074,3
"CA612",27305075,1
"CA612",27305076,15
"CA612",27305077,25
"CA612",27305078,30
"CA612",27305079,15
"CA612",27305080,1
"CA612",27305081,1
"CA612",27305082,1
"CA612",27305083,2
"CA612",27305084,2
"CA612",27305085,2
"CA612",27305086,2
"CA612",27305087,1
"CA612",27305088,1
"CA612",27305089,1
"CA612",27305090,1
"CA612",27305091,75
"CA612",27305092,20
"CA612",27305093,2
"CA612",27305094,3
"CA612",27305095,100
"CA612",27305096,80
"CA612",27305097,5
"CA612",27305098,5
"CA612",27305099,3
"CA612",27305100,3
"CA612",27305101,2
"CA612",27305102,2
"CA612",27305103,6
"CA612",27305104,45
"CA612",27305105,5
"CA612",27305106,4
"CA612",27305107,40
"CA612",27305112,15
"CA612",27305113,70
"CA612",27305114,1
"CA612",27305115,1
"CA612",27305116,3
"CA612",27305117,2
"CA612",27305118,2
"CA612",27305119,1
"CA612",27305120,3
"CA612",27305121,2
"CA612",27305122,2
"CA612",27305123,8
"CA612",27305124,10
"CA612",27305125,80
"CA612",27305126,2
"CA612",27305127,60
"CA612",27305128,20
"CA612",27305129,10
"CA612",27305130,2
"CA612",27305131,1
"CA612",27305132,2
"CA612",27305133,2
"CA612",27305134,1
"CA612",27305135,5
"CA612",27305136,2
"CA612",27305137,90
"CA612",27305138,3
"CA612",27305139,2
"CA612",27305140,2
"CA612",27305141,2
"CA612",27305142,2
"CA612",27305143,90
"CA612",27305144,2
"CA612",27305145,20
"CA612",27305146,35
"CA612",27305147,25
"CA612",27305148,5
"CA612",27305149,7
"CA612",27305150,3
"CA612",27305151,3
"CA612",27305152,2
"CA612",27305153,24
"CA612",27305154,19
"CA612",27305155,26
"CA612",27305156,21
"CA612",27305157,4
"CA612",27305158,2
"CA612",27305159,2
"CA612",27305160,2
"CA612",27305161,15
"CA612",27305162,40
"CA612",27305163,35
"CA612",27305164,2
"CA612",27305165,4
"CA612",27305166,1
"CA612",27305167,3
"CA612",27305168,60
"CA612",27305169,25
"CA612",27305170,3
"CA612",27305171,3
"CA612",27305172,3
"CA612",27305173,3
"CA612",27305174,3
"CA612",27305175,55
"CA612",27305176,2
"CA612",27305177,2
"CA612",27305178,2
"CA612",27305179,2
"CA612",27305180,2
"CA612",27305181,30
"CA612",27305182,2
"CA612",27305183,3
"CA612",27305184,15
"CA612",27305185,30
"CA612",27305186,2
"CA612",27305187,2
"CA612",27305188,45
"CA612",27305189,2
"CA612",27305190,2
"CA612",27305191,2
"CA612",27305192,50
"CA612",27305193,2
"CA612",27305194,2
"CA612",27305195,3
"CA612",27305196,3
"CA612",27305197,40
"CA612",27305198,50
"CA612",27305199,35
"CA612",27305200,1
"CA612",27305201,3
"CA612",27305202,2
"CA612",27305203,3
"CA612",27305204,2
"CA612",27305205,2
"CA612",27305206,2
"CA612",27305207,50
"CA612",27305208,35
"CA612",27305209,2
"CA612",27305210,2
"CA612",27305211,3
"CA612",27305212,2
"CA612",27305213,3
"CA612",27305214,3
"CA612",27305215,50
"CA612",27305216,40
"CA612",27305217,3
"CA612",27305218,3
"CA612",27305219,2
"CA612",27305220,2
"CA612",27305221,45
"CA612",27305222,40
"CA612",27305223,3
"CA612",27305224,3
"CA612",27305225,4
"CA612",27305226,5
"CA612",27305227,15
"CA612",27305228,15
"CA612",27305229,35
"CA612",27305230,25
"CA612",27305231,2
"CA612",27305232,2
"CA612",27305233,3
"CA612",27305234,3
"CA612",27305235,40
"CA612",27305236,15
"CA612",27305237,15
"CA612",27305238,20
"CA612",27305239,2
"CA612",27305240,3
"CA612",27305241,2
"CA612",27305242,3
"CA612",27305243,31
"CA612",27305244,29
"CA612",27305245,14
"CA612",27305246,3
"CA612",27305247,5
"CA612",27305248,2
"CA612",27305249,16
"CA612",27305250,20
"CA612",27305251,50
"CA612",27305252,15
"CA612",27305253,5
"CA612",27305254,5
"CA612",27305255,5
"CA612",27305256,40
"CA612",27305257,30
"CA612",27305258,5
"CA612",27305259,12
"CA612",27305260,8
"CA612",27305261,5
"CA612",27305262,40
"CA612",27305263,25
"CA612",27305264,7
"CA612",27305265,8
"CA612",27305266,10
"CA612",27305267,10
"CA612",27305268,20
"CA612",27305269,35
"CA612",27305270,30
"CA612",27305271,10
"CA612",27305272,5
"CA612",27305273,35
"CA612",27305274,25
"CA612",27305275,25
"CA612",27305276,1
"CA612",27305277,1
"CA612",27305278,2
"CA612",27305279,2
"CA612",27305280,2
"CA612",27305281,2
"CA612",27305282,2
"CA612",27305283,3
"CA612",27305284,3
"CA612",27305285,2
"CA612",27305286,15
"CA612",27305287,15
"CA612",27305288,15
"CA612",27305289,45
"CA612",27305290,5
"CA612",27305291,20
"CA612",27305292,45
"CA612",27305293,20
"CA612",27305294,3
"CA612",27305295,2
"CA612",27305296,8
"CA612",27305297,2
"CA612",27305298,2
"CA612",27305299,6
"CA612",27305300,2
"CA612",27305301,25
"CA612",27305302,30
"CA612",27305303,35
"CA612",27305304,20
"CA612",27305305,50
"CA612",27305306,20
"CA612",27305307,3
"CA612",27305308,4
"CA612",27305309,3
"CA612",27305310,3
"CA612",27305311,4
"CA612",27305312,3
"CA612",27305313,20
"CA612",27305314,20
"CA612",27305315,50
"CA612",27305316,25
"CA612",27305317,35
"CA612",27305318,20
"CA612",27305319,12
"CA612",27305320,4
"CA612",27305321,4
"CA612",27305322,39
"CA612",27305323,41
"CA612",27305324,12
"CA612",27305325,2
"CA612",27305326,3
"CA612",27305327,3
"CA612",27305328,39
"CA612",27305329,41
"CA612",27305330,12
"CA612",27305331,3
"CA612",27305332,5
"CA612",27305333,70
"CA612",27305334,3
"CA612",27305335,5
"CA612",27305336,10
"CA612",27305337,12
"CA612",27305338,15
"CA612",27305339,30
"CA612",27305340,40
"CA612",27305341,1
"CA612",27305342,1
"CA612",27305343,3
"CA612",27305344,7
"CA612",27305345,3
"CA612",27305346,30
"CA612",27305347,20
"CA612",27305348,35
"CA612",27305349,3
"CA612",27305350,3
"CA612",27305351,2
"CA612",27305352,3
"CA612",27305353,4
"CA612",27305354,34
"CA612",27305355,36
"CA612",27305356,15
"CA612",27305357,5
"CA612",27305358,5
"CA612",27305359,2
"CA612",27305360,2
"CA612",27305361,1
"CA612",27305362,39
"CA612",27305363,41
"CA612",27305364,7
"CA612",27305365,6
"CA612",27305366,2
"CA612",27305367,2
"CA612",27305368,2
"CA612",27305369,1
"CA612",27305370,41
"CA612",27305371,39
"CA612",27305372,1
"CA612",27305373,2
"CA612",27305374,2
"CA612",27305375,2
"CA612",27305376,6
"CA612",27305377,7
"CA612",27305378,40
"CA612",27305379,30
"CA612",27305380,20
"CA612",27305381,2
"CA612",27305382,3
"CA612",27305383,3
"CA612",27305384,2
"CA612",27305385,80
"CA612",27305386,4
"CA612",27305387,5
"CA612",27305388,5
"CA612",27305389,5
"CA612",27305390,1
"CA612",27305391,80
"CA612",27305392,1
"CA612",27305393,3
"CA612",27305394,5
"CA612",27305395,5
"CA612",27305396,6
"CA612",27305397,35
"CA612",27305398,55
"CA612",27305399,5
"CA612",27305400,3
"CA612",27305401,2
"CA612",27305402,35
"CA612",27305403,25
"CA612",27305404,25
"CA612",27305405,3
"CA612",27305406,1
"CA612",27305407,2
"CA612",27305408,2
"CA612",27305409,2
"CA612",27305410,2
"CA612",27305411,1
"CA612",27305412,2
"CA612",27305413,85
"CA612",27305414,2
"CA612",27305415,2
"CA612",27305416,3
"CA612",27305417,3
"CA612",27305418,5
"CA612",27305419,90
"CA612",27305420,2
"CA612",27305421,1
"CA612",27305422,7
"CA612",27305423,90
"CA612",27305424,1
"CA612",27305425,2
"CA612",27305426,3
"CA612",27305427,2
"CA612",27305428,1
"CA612",27305429,1
"CA612",27305430,80
"CA612",27305431,5
"CA612",27305432,8
"CA612",27305433,1
"CA612",27305434,2
"CA612",27305435,2
"CA612",27305436,2
"CA612",27305437,90
"CA612",27305438,3
"CA612",27305439,5
"CA612",27305440,2
"CA612",27305441,100
"CA612",27305442,15
"CA612",27305443,34
"CA612",27305444,36
"CA612",27305445,5
"CA612",27305446,10
"CA612",27305447,50
"CA612",27305448,40
"CA612",27305449,2
"CA612",27305450,5
"CA612",27305451,3
"CA612",27305452,60
"CA612",27305453,1
"CA612",27305454,4
"CA612",27305455,5
"CA612",27305456,3
"CA612",27305457,25
"CA612",27305458,1
"CA612",27305459,1
"CA612",27305460,50
"CA612",27305461,40
"CA612",27305462,6
"CA612",27305463,3
"CA612",27305464,1
"CA612",27305465,35
"CA612",27305466,1
"CA612",27305467,1
"CA612",27305468,3
"CA612",27305469,4
"CA612",27305470,5
"CA612",27305471,50
"CA612",27305472,1
"CA612",27305473,20
"CA612",27305474,60
"CA612",27305475,5
"CA612",27305476,4
"CA612",27305477,4
"CA612",27305478,2
"CA612",27305479,2
"CA612",27305480,1
"CA612",27305481,2
"CA612",27305482,60
"CA612",27305483,5
"CA612",27305484,4
"CA612",27305485,4
"CA612",27305486,2
"CA612",27305487,2
"CA612",27305488,1
"CA612",27305489,2
"CA612",27305490,20
"CA612",27305491,20
"CA612",27305492,60
"CA612",27305493,3
"CA612",27305494,2
"CA612",27305495,5
"CA612",27305496,5
"CA612",27305497,5
"CA612",27305498,5
"CA612",27305499,5
"CA612",27305500,3
"CA612",27305501,2
"CA612",27305502,3
"CA612",27305503,2
"CA612",27305504,80
"CA612",27305505,85
"CA612",27305506,2
"CA612",27305507,2
"CA612",27305508,2
"CA612",27305509,3
"CA612",27305510,3
"CA612",27305511,3
"CA612",27305512,75
"CA612",27305513,3
"CA612",27305514,6
"CA612",27305515,9
"CA612",27305516,4
"CA612",27305517,2
"CA612",27305518,1
"CA612",27305519,50
"CA612",27305520,40
"CA612",27305521,4
"CA612",27305522,4
"CA612",27305523,2
"CA612",27305524,50
"CA612",27305525,40
"CA612",27305526,1
"CA612",27305527,2
"CA612",27305528,5
"CA612",27305529,2
"CA612",27305530,50
"CA612",27305531,40
"CA612",27305532,1
"CA612",27305533,6
"CA612",27305534,2
"CA612",27305535,1
"CA612",27305536,80
"CA612",27305537,3
"CA612",27305538,4
"CA612",27305539,4
"CA612",27305540,9
"CA612",27305541,80
"CA612",27305542,9
"CA612",27305543,3
"CA612",27305544,4
"CA612",27305545,4
"CA612",27305546,80
"CA612",27305547,2
"CA612",27305548,2
"CA612",27305549,4
"CA612",27305550,6
"CA612",27305551,6
"CA612",27305552,75
"CA612",27305553,3
"CA612",27305554,8
"CA612",27305555,6
"CA612",27305556,2
"CA612",27305557,6
"CA612",27305558,30
"CA612",27305559,55
"CA612",27305560,1
"CA612",27305561,12
"CA612",27305562,1
"CA612",27305563,1
"CA612",27305564,65
"CA612",27305565,20
"CA612",27305566,2
"CA612",27305567,8
"CA612",27305568,3
"CA612",27305569,2
"CA612",27305570,60
"CA612",27305571,25
"CA612",27305572,2
"CA612",27305573,10
"CA612",27305574,2
"CA612",27305575,1
"CA612",27305576,85
"CA612",27305577,7
"CA612",27305578,3
"CA612",27305579,4
"CA612",27305580,1
"CA612",27305581,85
"CA612",27305582,1
"CA612",27305583,2
"CA612",27305584,5
"CA612",27305585,7
"CA612",27305586,20
"CA612",27305587,60
"CA612",27305588,5
"CA612",27305589,8
"CA612",27305590,2
"CA612",27305591,1
"CA612",27305592,4
"CA612",27305593,85
"CA612",27305594,2
"CA612",27305595,3
"CA612",27305596,5
"CA612",27305597,5
"CA612",27305598,75
"CA612",27305599,10
"CA612",27305600,10
"CA612",27305601,3
"CA612",27305602,2
"CA612",27305603,80
"CA612",27305604,2
"CA612",27305605,3
"CA612",27305606,7
"CA612",27305607,8
"CA612",27305608,40
"CA612",27305609,50
"CA612",27305610,1
"CA612",27305611,1
"CA612",27305612,1
"CA612",27305613,1
"CA612",27305614,2
"CA612",27305615,3
"CA612",27305616,1
"CA612",27305617,60
"CA612",27305618,2
"CA612",27305619,1
"CA612",27305620,30
"CA612",27305621,5
"CA612",27305622,2
"CA612",27305623,25
"CA612",27305624,20
"CA612",27305625,45
"CA612",27305626,1
"CA612",27305627,3
"CA612",27305628,2
"CA612",27305629,2
"CA612",27305630,1
"CA612",27305631,1
"CA612",27305632,60
"CA612",27305633,20
"CA612",27305634,2
"CA612",27305635,4
"CA612",27305636,5
"CA612",27305637,5
"CA612",27305638,4
"CA612",27305639,25
"CA612",27305640,45
"CA612",27305641,20
"CA612",27305642,4
"CA612",27305643,2
"CA612",27305644,1
"CA612",27305645,2
"CA612",27305646,1
"CA612",27305647,45
"CA612",27305648,20
"CA612",27305649,25
"CA612",27305650,2
"CA612",27305651,2
"CA612",27305652,2
"CA612",27305653,2
"CA612",27305654,2
"CA612",27305655,2
"CA612",27305656,2
"CA612",27305657,2
"CA612",27305658,3
"CA612",27305659,1
"CA612",27305660,25
"CA612",27305661,20
"CA612",27305662,45
"CA612",27305663,80
"CA612",27305664,2
"CA612",27305665,2
"CA612",27305666,3
"CA612",27305667,3
"CA612",27305668,4
"CA612",27305669,4
"CA612",27305670,2
"CA612",27305671,35
"CA612",27305672,50
"CA612",27305673,1
"CA612",27305674,2
"CA612",27305675,2
"CA612",27305676,2
"CA612",27305677,2
"CA612",27305678,3
"CA612",27305679,3
"CA612",27305680,2
"CA612",27305681,2
"CA612",27305682,1
"CA612",27305683,7
"CA612",27305684,2
"CA612",27305685,2
"CA612",27305686,2
"CA612",27305687,60
"CA612",27305688,20
"CA612",27305689,2
"CA612",27305690,60
"CA612",27305691,3
"CA612",27305692,4
"CA612",27305693,3
"CA612",27305694,30
"CA612",27305695,90
"CA612",27305696,2
"CA612",27305697,3
"CA612",27305698,5
"CA612",27305699,2
"CA612",27305700,2
"CA612",27305701,2
"CA612",27305702,2
"CA612",27305703,2
"CA612",27305704,5
"CA612",27305705,35
"CA612",27305706,50
"CA612",27305707,9
"CA612",27305708,80
"CA612",27305709,2
"CA612",27305710,2
"CA612",27305711,3
"CA612",27305712,4
"CA612",27305713,50
"CA612",27305714,1
"CA612",27305715,2
"CA612",27305716,1
"CA612",27305717,2
"CA612",27305718,2
"CA612",27305719,2
"CA612",27305720,40
"CA612",27305721,6
"CA612",27305722,2
"CA612",27305723,2
"CA612",27305724,2
"CA612",27305725,2
"CA612",27305726,2
"CA612",27305727,2
"CA612",27305728,2
"CA612",27305729,15
"CA612",27305730,25
"CA612",27305731,40
"CA612",27305732,20
"CA612",27305733,8
"CA612",27305734,5
"CA612",27305735,4
"CA612",27305736,3
"CA612",27305737,35
"CA612",27305738,25
"CA612",27305739,50
"CA612",27305740,15
"CA612",27305741,3
"CA612",27305742,4
"CA612",27305743,8
"CA612",27305744,20
"CA612",27305745,20
"CA612",27305746,8
"CA612",27305747,4
"CA612",27305748,4
"CA612",27305749,4
"CA612",27305750,60
"CA612",27305751,50
"CA612",27305752,4
"CA612",27305753,4
"CA612",27305754,4
"CA612",27305755,8
"CA612",27305756,30
"CA612",27305757,15
"CA612",27305758,60
"CA612",27305759,4
"CA612",27305760,2
"CA612",27305761,3
"CA612",27305762,1
"CA612",27305763,15
"CA612",27305764,15
"CA612",27305765,40
"CA612",27305766,30
"CA612",27305767,5
"CA612",27305768,5
"CA612",27305769,3
"CA612",27305770,2
"CA612",27305771,15
"CA612",27305772,40
"CA612",27305773,2
"CA612",27305774,3
"CA612",27305775,5
"CA612",27305776,5
"CA612",27305777,30
"CA612",27305778,2
"CA612",27305779,2
"CA612",27305780,1
"CA612",27305781,7
"CA612",27305782,2
"CA612",27305783,2
"CA612",27305784,2
"CA612",27305785,60
"CA612",27305786,20
"CA612",27305787,2
"CA612",27305788,20
"CA612",27305789,60
"CA612",27305790,2
"CA612",27305791,2
"CA612",27305792,2
"CA612",27305793,7
"CA612",27305794,1
"CA612",27305795,2
"CA612",27305796,2
"CA612",27305797,2
"CA612",27305798,60
"CA612",27305799,20
"CA612",27305800,5
"CA612",27305801,4
"CA612",27305802,1
"CA612",27305803,7
"CA612",27305804,2
"CA612",27305805,1
"CA612",27305806,35
"CA612",27305807,5
"CA612",27305808,3
"CA612",27305809,2
"CA612",27305810,2
"CA612",27305811,3
"CA612",27305812,50
"CA612",27305813,50
"CA612",27305814,3
"CA612",27305815,3
"CA612",27305816,3
"CA612",27305817,2
"CA612",27305818,2
"CA612",27305819,1
"CA612",27305820,1
"CA612",27305821,35
"CA612",27305822,35
"CA612",27305823,50
"CA612",27305824,2
"CA612",27305825,1
"CA612",27305826,3
"CA612",27305827,2
"CA612",27305828,2
"CA612",27305829,2
"CA612",27305830,3
"CA612",27305831,5
"CA612",27305832,2
"CA612",27305833,5
"CA612",27305834,85
"CA612",27305835,3
"CA612",27305836,80
"CA612",27305837,3
"CA612",27305838,3
"CA612",27305839,1
"CA612",27305840,1
"CA612",27305841,1
"CA612",27305842,1
"CA612",27305843,1
"CA612",27305844,5
"CA612",27305845,4
"CA612",27305846,75
"CA612",27305847,1
"CA612",27305848,1
"CA612",27305849,1
"CA612",27305850,1
"CA612",27305851,1
"CA612",27305852,5
"CA612",27305853,5
"CA612",27305854,5
"CA612",27305855,4
"CA612",27305856,1
"CA612",27305857,80
"CA612",27305858,3
"CA612",27305859,5
"CA612",27305860,5
"CA612",27305861,5
"CA612",27305862,2
"CA612",27305863,35
"CA612",27305864,55
"CA612",27305865,1
"CA612",27305866,9
"CA612",27305867,30
